_unit_id,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence
681461685,negative,1.0,Late Flight,1.0
681448402,positive,0.6779999999999999,,
681454996,negative,1.0,Damaged Luggage,0.6509999999999999
681451612,neutral,0.6316,,0.0
681678867,negative,1.0,Cancelled Flight,0.6804
681459807,neutral,1.0,,
681449421,negative,1.0,Customer Service Issue,0.6667
681456846,neutral,1.0,,
681460497,negative,1.0,Cancelled Flight,0.6699
681455031,negative,0.6631,Customer Service Issue,0.3331
681460790,negative,0.6391,Can't Tell,0.6391
681454314,negative,1.0,Late Flight,0.34600000000000003
681449639,negative,1.0,Can't Tell,1.0
681453781,positive,1.0,,
681677408,neutral,1.0,,
681449375,negative,1.0,Lost Luggage,1.0
681460711,negative,0.7128,Late Flight,0.7128
681448406,negative,1.0,Late Flight,1.0
681454055,negative,1.0,Can't Tell,0.6985
681455136,neutral,1.0,,
681459388,negative,1.0,Flight Attendant Complaints,0.6599
681462493,negative,1.0,Flight Attendant Complaints,1.0
681458721,positive,1.0,,
681452256,negative,1.0,Customer Service Issue,1.0
681454450,neutral,1.0,,
681454013,neutral,1.0,,
681449343,negative,1.0,Late Flight,1.0
681462668,positive,0.3419,,0.0
681679142,negative,1.0,Lost Luggage,1.0
681678225,neutral,1.0,,
681461261,negative,1.0,Customer Service Issue,0.7092
681454644,negative,1.0,Late Flight,0.3614
681450638,negative,0.6464,Customer Service Issue,0.6464
681462569,neutral,1.0,,
681460847,negative,1.0,Late Flight,1.0
681677690,neutral,0.6687,,0.0
681452299,negative,1.0,Bad Flight,0.3748
681448891,neutral,1.0,,
681461360,negative,1.0,Late Flight,1.0
681450176,negative,1.0,Lost Luggage,0.3476
681451494,negative,1.0,Late Flight,1.0
681455524,neutral,1.0,,
681456354,neutral,1.0,,
681679584,negative,1.0,Customer Service Issue,0.3536
681456854,negative,0.6907,Flight Booking Problems,0.6907
681461399,negative,1.0,Late Flight,0.6638
681459486,neutral,1.0,,
681678735,negative,0.6372,Late Flight,0.6372
681452791,negative,0.6908,Flight Attendant Complaints,0.3477
681678797,negative,1.0,Customer Service Issue,1.0
681458842,neutral,1.0,,
681453409,neutral,1.0,,
681451073,neutral,0.667,,0.0
681457932,negative,1.0,Customer Service Issue,1.0
681455605,positive,1.0,,
681449840,negative,1.0,Flight Attendant Complaints,0.6467
681454699,negative,0.6745,Bad Flight,0.6745
681454923,positive,1.0,,
681462321,positive,1.0,,
681459965,positive,1.0,,
681459366,neutral,0.6633,,
681460894,neutral,0.6655,,0.0
681459187,negative,1.0,Flight Attendant Complaints,0.6809
681448470,positive,1.0,,
681449434,negative,1.0,Late Flight,1.0
681450356,negative,1.0,Customer Service Issue,1.0
681679399,neutral,1.0,,
681449400,negative,0.7,Late Flight,0.7
681678210,negative,1.0,Lost Luggage,0.6974
681453219,neutral,1.0,,
681677415,negative,1.0,Cancelled Flight,0.6831
681677947,negative,1.0,Can't Tell,0.6496
681457175,neutral,1.0,,
681450660,negative,1.0,Can't Tell,0.6693
681459633,neutral,1.0,,
681462235,negative,1.0,Flight Attendant Complaints,0.6925
681450943,negative,1.0,Cancelled Flight,0.343
681679756,negative,1.0,Late Flight,1.0
681457823,neutral,0.6926,,
681457639,positive,0.6634,,
681454875,neutral,1.0,,
681679647,negative,1.0,Flight Booking Problems,0.3838
681677490,negative,1.0,Customer Service Issue,1.0
681455276,negative,1.0,Customer Service Issue,1.0
681463001,negative,1.0,Customer Service Issue,1.0
681453569,neutral,1.0,,
681460954,negative,1.0,Customer Service Issue,1.0
681460364,negative,1.0,Flight Booking Problems,0.6713
681456737,negative,1.0,Cancelled Flight,1.0
681451634,negative,0.6492,Flight Attendant Complaints,0.3304
681451572,negative,0.6452,Can't Tell,0.3441
681459001,positive,1.0,,
681449694,negative,1.0,Flight Attendant Complaints,0.3469
681455063,negative,1.0,Lost Luggage,0.6888
681450944,negative,1.0,Customer Service Issue,1.0
681451902,negative,1.0,Customer Service Issue,0.6513
681451945,negative,1.0,Late Flight,1.0
681459316,negative,1.0,Customer Service Issue,1.0
681677748,negative,1.0,Flight Booking Problems,0.6527
681449469,negative,1.0,Flight Booking Problems,0.6489
681453139,negative,1.0,Can't Tell,1.0
681457693,negative,1.0,Customer Service Issue,1.0
681678694,negative,1.0,Customer Service Issue,1.0
681455263,negative,1.0,Cancelled Flight,0.6882
681455158,negative,1.0,Customer Service Issue,1.0
681463078,neutral,0.6745,,0.0
681469637,negative,1.0,Customer Service Issue,0.6727
681459824,neutral,1.0,,
681678775,negative,1.0,Lost Luggage,1.0
681455191,negative,1.0,Late Flight,1.0
681679747,neutral,0.6767,,0.0
681677734,neutral,1.0,,
681678393,neutral,1.0,,
681462265,negative,1.0,Flight Attendant Complaints,0.3571
681458631,neutral,1.0,,
681451562,negative,1.0,Late Flight,0.3627
681462064,negative,1.0,Customer Service Issue,0.6587
681677286,negative,1.0,Cancelled Flight,1.0
681462083,neutral,0.6404,,0.0
681462417,negative,1.0,Bad Flight,0.3938
681463199,negative,1.0,Customer Service Issue,0.6641
681451699,negative,1.0,Flight Booking Problems,0.6469
681448566,negative,1.0,Flight Attendant Complaints,0.6729
681450330,neutral,1.0,,
681678632,negative,1.0,Customer Service Issue,0.3642
681452280,negative,0.6537,Customer Service Issue,0.329
681459630,neutral,1.0,,
681462995,negative,1.0,Flight Attendant Complaints,0.6706
681454315,negative,1.0,longlines,0.6624
681461102,negative,1.0,Flight Attendant Complaints,0.3543
681679763,negative,0.644,Cancelled Flight,0.644
681461962,negative,1.0,Cancelled Flight,0.6596
681451467,neutral,1.0,,
681678767,negative,1.0,Can't Tell,0.6355
681677828,negative,1.0,Customer Service Issue,1.0
681460382,negative,1.0,Customer Service Issue,0.6733
681455112,negative,0.648,Cancelled Flight,0.648
681457449,negative,0.6771,Can't Tell,0.6771
681455455,neutral,1.0,,
681451266,negative,1.0,Lost Luggage,1.0
681449437,negative,1.0,Bad Flight,0.3458
681449647,negative,1.0,Can't Tell,1.0
681678367,negative,1.0,Flight Booking Problems,0.3405
681457698,neutral,1.0,,
681460867,negative,1.0,Customer Service Issue,0.6919
681677481,neutral,0.6857,,
681462751,negative,1.0,Late Flight,0.6773
681460433,negative,1.0,Customer Service Issue,1.0
681448864,positive,0.6395,,
681677962,positive,0.7007,,
681456651,positive,1.0,,
681452049,negative,0.6514,Lost Luggage,0.6514
681448235,positive,1.0,,
681457462,neutral,1.0,,
681458375,negative,1.0,Customer Service Issue,1.0
681458872,neutral,0.6702,,
681448827,positive,1.0,,
681677297,neutral,0.6863,,
681455002,neutral,0.6926,,
681463213,negative,0.6703,Customer Service Issue,0.6703
681458523,positive,1.0,,
681450170,neutral,0.6495,,
681449528,negative,1.0,Late Flight,0.6559
681461824,positive,1.0,,
681456420,negative,1.0,longlines,1.0
681678962,neutral,0.6727,,
681454946,negative,1.0,Can't Tell,0.6447
681678808,negative,0.6914,Late Flight,0.3646
681455254,negative,0.6739,Cancelled Flight,0.6739
681452523,negative,0.6527,Late Flight,0.3395
681452243,negative,1.0,Customer Service Issue,1.0
681453778,neutral,0.653,,0.0
681452714,negative,1.0,Cancelled Flight,1.0
681677282,neutral,1.0,,
681453198,negative,1.0,Customer Service Issue,1.0
681449095,neutral,0.6638,,
681457310,negative,0.6669,Late Flight,0.6669
681452773,positive,1.0,,
681461996,negative,1.0,Customer Service Issue,0.6844
681455032,negative,1.0,Bad Flight,0.6527
681456271,positive,0.7005,,0.0
681454163,negative,1.0,Cancelled Flight,0.6598
681456207,negative,1.0,Can't Tell,0.6429
681463353,positive,1.0,,
681454035,negative,1.0,Late Flight,1.0
681454178,neutral,1.0,,
681679626,negative,1.0,Late Flight,1.0
681462318,negative,1.0,Can't Tell,0.3562
681456425,negative,0.6848,Customer Service Issue,0.3478
681448314,neutral,1.0,,
681456412,negative,1.0,Late Flight,0.6503
681462596,positive,0.6891,,
681461196,negative,1.0,Lost Luggage,1.0
681460083,negative,0.6875,Lost Luggage,0.3542
681461440,negative,0.6923,Flight Booking Problems,0.6923
681453548,negative,0.6538,Late Flight,0.3336
681678758,negative,1.0,Customer Service Issue,1.0
681458827,negative,0.6585,Can't Tell,0.6585
681679397,negative,1.0,Late Flight,1.0
681449364,neutral,0.6464,,0.0
681455587,positive,1.0,,
681452630,negative,1.0,Can't Tell,0.6791
681461383,negative,1.0,Can't Tell,1.0
681458203,positive,1.0,,
681456765,positive,1.0,,
681461143,negative,1.0,Can't Tell,0.6635
681449205,negative,1.0,Customer Service Issue,0.6975
681457601,neutral,1.0,,
681457711,positive,1.0,,
681452687,negative,1.0,Lost Luggage,1.0
681450751,negative,0.3398,Can't Tell,0.3398
681452077,negative,1.0,Late Flight,0.6473
681460749,negative,1.0,Late Flight,0.6723
681462578,negative,0.6447,Bad Flight,0.3368
681448574,negative,1.0,Flight Booking Problems,0.6705
681454999,negative,1.0,Customer Service Issue,1.0
681461542,negative,0.6559,Flight Booking Problems,0.3441
681454216,negative,1.0,Late Flight,0.7139
681455755,positive,1.0,,
681460698,,1.0,Late Flight,1.0
681462875,negative,1.0,Can't Tell,0.3735
681449503,negative,1.0,Customer Service Issue,0.6689
681460832,negative,1.0,Customer Service Issue,1.0
681454722,positive,1.0,,
681450308,negative,1.0,Can't Tell,1.0
681456531,positive,0.3543,,0.0
681456154,positive,0.6714,,
681450223,neutral,1.0,,
681461201,negative,1.0,Customer Service Issue,1.0
681451669,neutral,0.6437,,
681448419,negative,0.6832,Customer Service Issue,0.3773
681454248,negative,1.0,Lost Luggage,1.0
681679662,negative,1.0,Flight Booking Problems,0.7115
681678999,negative,0.6488,Customer Service Issue,0.6488
681679787,positive,1.0,,
681456524,positive,1.0,,
681453008,neutral,1.0,,
681454948,neutral,0.6618,,0.0
681459852,negative,1.0,Late Flight,1.0
681462317,negative,1.0,Can't Tell,0.3663
681450530,positive,0.7068,,0.0
681457665,neutral,1.0,,
681451730,negative,0.6721,Cancelled Flight,0.3619
681453835,negative,1.0,Can't Tell,0.6508
681454677,negative,1.0,Cancelled Flight,0.6464
681679002,negative,1.0,Lost Luggage,1.0
681678354,positive,0.6594,,0.0
681461560,negative,1.0,Customer Service Issue,1.0
681678066,neutral,1.0,,
681453838,negative,1.0,Can't Tell,0.6577
681677345,negative,1.0,Customer Service Issue,1.0
681464889,negative,1.0,Customer Service Issue,0.9241
681450109,negative,0.6782,Customer Service Issue,0.6782
681460459,neutral,1.0,,
681449334,negative,1.0,Late Flight,1.0
681462851,negative,1.0,Cancelled Flight,1.0
681462565,neutral,0.6421,,
681459848,positive,0.6556,,0.0
681456902,negative,1.0,Customer Service Issue,1.0
681453858,negative,1.0,Late Flight,1.0
681459459,positive,0.6661,,
681462135,negative,1.0,Customer Service Issue,0.6547
681457743,negative,0.6749,Can't Tell,0.353
681461482,negative,1.0,Customer Service Issue,1.0
681462938,negative,1.0,Cancelled Flight,0.6314
681454263,neutral,0.6637,,0.0
681460997,negative,1.0,Late Flight,1.0
681461450,negative,0.6522,Customer Service Issue,0.6522
681450907,negative,1.0,Bad Flight,0.3666
681459645,positive,1.0,,
681457564,neutral,0.6837,,0.0
681460476,negative,0.6701,Late Flight,0.6701
681452579,negative,0.6652,Can't Tell,0.3348
681458746,neutral,1.0,,
681461722,negative,1.0,Can't Tell,1.0
681462421,neutral,0.6672,,
681450953,negative,1.0,Late Flight,1.0
681678169,negative,1.0,Customer Service Issue,1.0
681462065,negative,1.0,Bad Flight,0.6787
681454042,negative,1.0,Lost Luggage,1.0
681679517,negative,1.0,Customer Service Issue,1.0
681454201,negative,1.0,Flight Attendant Complaints,0.6789
681677829,negative,1.0,Cancelled Flight,1.0
681450680,negative,1.0,Customer Service Issue,0.67
681459006,positive,0.6829999999999999,,0.0
681462114,neutral,0.6607,,
681678016,negative,1.0,Flight Booking Problems,0.3764
681452383,neutral,1.0,,
681449338,negative,1.0,Cancelled Flight,0.7201
681451220,negative,0.6586,Customer Service Issue,0.6586
681454984,positive,1.0,,
681677278,negative,1.0,Can't Tell,0.6565
681450321,negative,0.6571,Can't Tell,0.3429
681462445,negative,1.0,Can't Tell,1.0
681450959,negative,1.0,Customer Service Issue,0.3505
681454423,neutral,1.0,,
681456676,neutral,0.669,,
681679447,negative,1.0,Lost Luggage,1.0
681459813,negative,0.6678,Customer Service Issue,0.6678
681678889,negative,1.0,Late Flight,1.0
681454100,positive,0.6661,,
681460315,negative,1.0,Customer Service Issue,1.0
681457677,negative,1.0,Bad Flight,1.0
681450757,negative,0.6816,Customer Service Issue,0.6816
681462192,neutral,0.6739,,0.0
681456728,negative,0.6724,Cancelled Flight,0.6724
681461525,negative,1.0,Customer Service Issue,1.0
681456323,neutral,0.6739,,
681462139,negative,1.0,Lost Luggage,0.3535
681460707,negative,1.0,Late Flight,1.0
681451585,negative,1.0,Customer Service Issue,0.6718
681459342,neutral,0.6698,,0.0
681677772,negative,1.0,Can't Tell,0.6651
681677470,neutral,1.0,,
681450315,negative,1.0,Cancelled Flight,0.6795
681678271,negative,1.0,Flight Booking Problems,0.6812
681457786,negative,1.0,Customer Service Issue,0.6568
681451550,negative,1.0,Customer Service Issue,0.6513
681460288,negative,1.0,Can't Tell,0.3592
681449964,negative,1.0,Flight Attendant Complaints,1.0
681453307,negative,0.7084,Flight Booking Problems,0.3618
681449795,neutral,0.6461,,0.0
681460299,positive,0.6806,,
681452365,negative,1.0,Customer Service Issue,1.0
681456736,negative,1.0,Cancelled Flight,1.0
681459711,negative,1.0,Late Flight,0.3478
681678649,negative,1.0,Lost Luggage,1.0
681454814,negative,0.6566,Flight Booking Problems,0.6566
681448820,negative,1.0,Flight Booking Problems,0.6406
681462560,positive,1.0,,
681451689,neutral,0.6813,,
681459628,neutral,0.6396,,
681458601,neutral,0.6582,,0.0
681461404,negative,1.0,Customer Service Issue,1.0
681678392,negative,1.0,Late Flight,1.0
681455251,positive,1.0,,
681453098,negative,0.6515,Bad Flight,0.6515
681458304,neutral,0.64,,0.0
681457700,neutral,0.6291,,0.0
681454916,neutral,0.6592,,
681678182,negative,1.0,Lost Luggage,0.6867
681454772,neutral,0.7013,,0.0
681679165,neutral,1.0,,
681455654,negative,1.0,Customer Service Issue,0.6735
681459755,neutral,0.6853,,0.0
681448954,neutral,0.3542,,0.0
681454575,negative,0.6437,Can't Tell,0.3319
681457183,positive,1.0,,
681448583,negative,1.0,Cancelled Flight,1.0
681460643,negative,1.0,Lost Luggage,1.0
681461916,negative,0.6739,Customer Service Issue,0.6739
681459293,positive,1.0,,
681455946,negative,0.6954,Can't Tell,0.3648
681677213,neutral,1.0,,
681462912,positive,0.6772,,0.0
681449164,neutral,0.35200000000000004,,0.0
681448251,neutral,0.6578,,0.0
681455302,negative,1.0,Cancelled Flight,0.6885
681454704,negative,1.0,Customer Service Issue,0.6374
681460983,negative,1.0,Late Flight,1.0
681678386,negative,1.0,Customer Service Issue,1.0
681452196,positive,1.0,,
681453085,negative,0.6854,Can't Tell,0.3483
681453090,negative,1.0,Customer Service Issue,1.0
681452175,neutral,0.6531,,0.0
681450811,neutral,0.6354,,0.0
681678083,negative,1.0,Lost Luggage,0.6427
681452657,negative,1.0,Cancelled Flight,1.0
681450054,negative,1.0,Customer Service Issue,1.0
681457654,negative,1.0,Can't Tell,1.0
681458851,positive,0.6667,,
681452672,negative,1.0,Customer Service Issue,0.6586
681460913,neutral,0.6879,,
681679034,negative,1.0,Flight Attendant Complaints,0.6920000000000001
681457206,positive,0.6875,,
681462270,neutral,0.7024,,0.0
681461738,negative,1.0,longlines,0.6822
681455294,neutral,0.66,,0.0
681448910,negative,1.0,Customer Service Issue,0.6989
681458906,positive,1.0,,
681450209,negative,1.0,Lost Luggage,0.6853
681455517,negative,1.0,Late Flight,0.6898
681462194,negative,1.0,Customer Service Issue,1.0
681454271,negative,1.0,Can't Tell,1.0
681460718,negative,1.0,Lost Luggage,1.0
681449572,neutral,1.0,,
681448260,positive,1.0,,
681450385,negative,1.0,Customer Service Issue,1.0
681458915,neutral,1.0,,
681452580,positive,1.0,,
681458143,positive,1.0,,
681456711,neutral,1.0,,
681450609,neutral,0.6733,,
681453731,negative,1.0,Late Flight,1.0
681451764,negative,1.0,Late Flight,1.0
681679001,negative,0.6169,Cancelled Flight,0.6169
681677330,neutral,0.6159,,0.0
681448707,negative,1.0,Damaged Luggage,1.0
681679245,positive,1.0,,
681448863,positive,0.6667,,
681458938,neutral,0.6588,,0.0
681455828,negative,1.0,Late Flight,1.0
681456360,negative,0.7033,Customer Service Issue,0.7033
681449294,negative,0.6641,Customer Service Issue,0.3424
681451566,positive,0.6533,,
681460239,negative,1.0,Late Flight,0.6534
681450554,negative,1.0,Bad Flight,1.0
681449213,negative,1.0,Can't Tell,0.6957
681454592,positive,1.0,,
681456778,neutral,0.6392,,0.0
681677656,negative,1.0,Flight Attendant Complaints,1.0
681453382,negative,1.0,Late Flight,1.0
681461516,negative,1.0,Can't Tell,0.6197
681457009,positive,0.6838,,0.0
681679156,negative,1.0,Customer Service Issue,0.6554
681449953,negative,1.0,Late Flight,1.0
681678535,negative,1.0,Can't Tell,0.6409
681456275,positive,1.0,,
681462025,negative,1.0,Bad Flight,0.6473
681459651,neutral,1.0,,
681678746,negative,0.6372,Late Flight,0.3293
681451941,negative,0.6559,Cancelled Flight,0.3441
681462366,negative,1.0,Flight Booking Problems,0.6702
681450384,negative,1.0,Customer Service Issue,1.0
681450049,negative,0.6735,Flight Booking Problems,0.3469
681678403,negative,1.0,Flight Attendant Complaints,0.3855
681462332,negative,1.0,Late Flight,1.0
681451053,positive,1.0,,
681677221,positive,1.0,,
681677698,negative,1.0,Customer Service Issue,1.0
681451492,negative,0.6831,Late Flight,0.3569
681456343,neutral,0.6738,,0.0
681453013,negative,0.6877,Flight Attendant Complaints,0.3576
681448934,neutral,0.6202,,0.0
681451110,neutral,1.0,,
681454440,negative,1.0,Can't Tell,0.6909
681677969,negative,1.0,Bad Flight,1.0
681459643,positive,1.0,,
681462815,negative,1.0,Bad Flight,1.0
681458286,negative,1.0,Late Flight,0.6782
681460929,negative,1.0,Customer Service Issue,1.0
681453045,negative,1.0,Bad Flight,0.3457
681455517,negative,1.0,Late Flight,0.6898
681458451,positive,1.0,,
681678302,negative,1.0,Customer Service Issue,1.0
681677746,neutral,0.6907,,0.0
681679126,neutral,0.6298,,0.0
681455728,negative,0.6632,Bad Flight,0.3474
681460690,negative,1.0,Customer Service Issue,0.6772
681461580,negative,1.0,Late Flight,0.6667
681452387,negative,0.7129,Bad Flight,0.7129
681449250,negative,0.6633,Customer Service Issue,0.3571
681452551,negative,1.0,Customer Service Issue,1.0
681458103,negative,1.0,Late Flight,1.0
681453930,negative,1.0,Can't Tell,0.3841
681463309,negative,1.0,Customer Service Issue,0.6341
681452875,negative,1.0,Late Flight,1.0
681448816,neutral,0.6461,,
681450611,positive,0.7142,,
681462883,negative,1.0,Can't Tell,0.6608
681451466,neutral,0.6904,,0.0
681454483,positive,0.3368,,0.0
681448440,negative,1.0,Customer Service Issue,0.6448
681457296,neutral,1.0,,
681449989,neutral,1.0,,
681454365,neutral,0.6655,,0.0
681460869,neutral,1.0,,
681449746,positive,1.0,,
681458569,negative,1.0,Customer Service Issue,0.6664
681677664,negative,1.0,Can't Tell,0.6648
681455372,positive,1.0,,
681455592,neutral,0.6505,,
681458377,neutral,1.0,,
681449054,negative,1.0,Late Flight,0.6542
681456273,neutral,1.0,,
681461745,neutral,0.3631,,0.0
681461706,neutral,0.6667,,0.0
681677711,neutral,0.6464,,0.0
681457737,negative,0.6696,Flight Attendant Complaints,0.6696
681677980,negative,1.0,Late Flight,1.0
681456795,positive,1.0,,
681454590,negative,1.0,Late Flight,1.0
681678862,negative,1.0,Customer Service Issue,1.0
681448641,negative,1.0,Cancelled Flight,1.0
681456894,positive,0.6525,,0.0
681452373,negative,1.0,Can't Tell,0.6285
681462759,positive,0.6871,,0.0
681679436,neutral,0.6668,,0.0
681450419,negative,1.0,Late Flight,1.0
681453960,positive,0.6301,,0.0
681454324,positive,1.0,,
681454977,negative,0.6822,Bad Flight,0.3485
681679685,negative,0.705,Customer Service Issue,0.705
681679154,negative,1.0,Customer Service Issue,0.7282
681678400,negative,1.0,Customer Service Issue,1.0
681461106,negative,1.0,Late Flight,0.6915
681451114,positive,1.0,,
681454227,negative,1.0,Flight Attendant Complaints,0.3437
681677976,negative,1.0,Can't Tell,0.6942
681462336,negative,1.0,Customer Service Issue,1.0
681455763,positive,0.6809,,
681462026,negative,1.0,Can't Tell,0.6959
681461950,negative,1.0,Flight Booking Problems,0.6512
681462608,negative,1.0,Cancelled Flight,1.0
681463171,negative,1.0,Cancelled Flight,0.6774
681453344,positive,1.0,,
681456386,negative,0.6582,Customer Service Issue,0.35100000000000003
681461040,negative,1.0,longlines,0.6737
681454289,negative,1.0,Customer Service Issue,1.0
681455231,negative,0.6334,Cancelled Flight,0.6334
681462392,neutral,0.6461,,0.0
681451764,negative,1.0,Late Flight,1.0
681677465,negative,1.0,Bad Flight,0.6358
681678582,neutral,1.0,,
681678680,negative,1.0,Customer Service Issue,1.0
681448201,neutral,1.0,,
681455168,negative,1.0,Customer Service Issue,1.0
681456962,positive,1.0,,
681453447,negative,1.0,Customer Service Issue,1.0
681453127,positive,0.6842,,0.0
681679393,negative,1.0,Flight Attendant Complaints,0.3543
681449049,negative,1.0,Lost Luggage,0.7021
681458567,negative,1.0,Customer Service Issue,0.3532
681454241,negative,1.0,Late Flight,1.0
681677527,positive,1.0,,
681459086,neutral,0.6602,,0.0
681448757,negative,1.0,Bad Flight,0.6761
681456522,negative,1.0,Can't Tell,0.6552
681455897,positive,0.6607,,
681454198,neutral,1.0,,
681456639,positive,1.0,,
681450349,negative,1.0,Late Flight,0.6919
681461310,negative,0.6855,Customer Service Issue,0.3466
681453425,negative,0.6598,Customer Service Issue,0.3608
681453010,negative,1.0,Customer Service Issue,1.0
681457910,negative,0.7025,Can't Tell,0.3702
681462628,negative,1.0,Flight Attendant Complaints,0.6573
681460352,negative,1.0,Customer Service Issue,1.0
681449319,positive,1.0,,
681452557,negative,1.0,Customer Service Issue,1.0
681455256,neutral,1.0,,
681456614,neutral,1.0,,
681452796,negative,1.0,Cancelled Flight,0.6594
681460990,negative,1.0,Late Flight,1.0
681450452,neutral,1.0,,
681457267,positive,0.6768,,
681677658,negative,1.0,Customer Service Issue,0.3667
681460915,positive,1.0,,
681451673,negative,1.0,Customer Service Issue,1.0
681678307,negative,1.0,Customer Service Issue,1.0
681678972,negative,1.0,Can't Tell,1.0
681461231,negative,1.0,Flight Attendant Complaints,0.6838
681457557,neutral,1.0,,
681452240,negative,1.0,Customer Service Issue,1.0
681678750,negative,1.0,Lost Luggage,1.0
681679113,negative,1.0,Cancelled Flight,1.0
681455584,positive,1.0,,
681451624,neutral,0.3444,,0.0
681448856,negative,1.0,Bad Flight,0.6899
681677416,negative,1.0,Customer Service Issue,0.6789
681460567,neutral,0.6788,,0.0
681678579,negative,1.0,Customer Service Issue,1.0
681450135,negative,1.0,Late Flight,0.6444
681678113,negative,0.6578,Cancelled Flight,0.6578
681452690,negative,1.0,Late Flight,1.0
681451313,neutral,0.6592,,
681451591,negative,0.6687,Can't Tell,0.3575
681459261,positive,1.0,,
681456451,negative,1.0,longlines,1.0
681450211,neutral,0.6684,,
681460168,negative,1.0,Flight Attendant Complaints,0.6547
681448290,negative,1.0,Customer Service Issue,1.0
681460800,negative,1.0,Lost Luggage,0.677
681458682,positive,1.0,,
681455861,neutral,0.6804,,
681677655,negative,1.0,Customer Service Issue,1.0
681451172,neutral,1.0,,
681459109,positive,1.0,,
681456772,negative,1.0,Customer Service Issue,1.0
681463234,negative,1.0,Customer Service Issue,0.378
681460014,negative,0.7020000000000001,Flight Attendant Complaints,0.7020000000000001
681679120,positive,1.0,,
681453288,positive,1.0,,
681451198,negative,1.0,Can't Tell,0.6723
681678109,positive,1.0,,
681456288,positive,1.0,,
681677549,positive,0.7068,,
681678329,negative,1.0,Flight Attendant Complaints,0.3408
681450819,negative,1.0,Late Flight,1.0
681451142,neutral,0.6365,,0.0
681462627,negative,1.0,Customer Service Issue,1.0
681452798,negative,1.0,Late Flight,0.6629
681459360,,0.3573,Can't Tell,0.3573
681454276,negative,1.0,Flight Attendant Complaints,1.0
681454395,negative,1.0,Flight Attendant Complaints,0.6764
681677444,negative,1.0,Can't Tell,0.6955
681679101,negative,1.0,Customer Service Issue,1.0
681679524,negative,1.0,Late Flight,1.0
681679218,negative,1.0,Customer Service Issue,1.0
681457636,neutral,0.6742,,
681455760,negative,0.6459999999999999,Customer Service Issue,0.6459999999999999
681462047,negative,0.6806,Late Flight,0.6806
681679670,positive,0.6593,,
681455384,negative,1.0,Customer Service Issue,1.0
681454810,negative,1.0,Customer Service Issue,1.0
681457094,negative,0.6404,Late Flight,0.6404
681679214,negative,1.0,Can't Tell,1.0
681677194,negative,0.6369,Cancelled Flight,0.6369
681677426,negative,1.0,Can't Tell,0.6845
681456476,neutral,0.6889,,
681455743,positive,1.0,,
681455224,negative,1.0,Cancelled Flight,1.0
681450414,negative,1.0,Can't Tell,0.6546
681458309,neutral,0.6703,,
681452375,neutral,0.7008,,0.0
681451184,negative,1.0,Customer Service Issue,0.6662
681458313,neutral,0.6843,,0.0
681459893,positive,1.0,,
681458611,neutral,0.6581,,
681457045,negative,1.0,Customer Service Issue,1.0
681450066,negative,1.0,Customer Service Issue,0.3481
681456477,negative,1.0,Late Flight,1.0
681449059,negative,0.6791,Damaged Luggage,0.6791
681677271,negative,1.0,Lost Luggage,0.6471
681450712,positive,0.6497,,0.0
681456507,neutral,1.0,,
681678331,negative,1.0,Cancelled Flight,1.0
681455783,negative,1.0,Late Flight,1.0
681460967,negative,1.0,Can't Tell,1.0
681460412,negative,1.0,Customer Service Issue,0.6252
681448464,positive,1.0,,
681454570,neutral,0.6809,,
681458521,negative,1.0,Customer Service Issue,1.0
681454068,negative,1.0,Late Flight,1.0
681679512,negative,1.0,Flight Booking Problems,1.0
681678458,negative,1.0,Cancelled Flight,1.0
681459973,neutral,1.0,,
681453730,negative,1.0,Late Flight,1.0
681462984,negative,1.0,Late Flight,1.0
681450465,negative,0.6327,Lost Luggage,0.6327
681450215,negative,1.0,Lost Luggage,0.6353
681679225,negative,1.0,Late Flight,1.0
681461493,negative,1.0,Customer Service Issue,1.0
681454586,neutral,0.6874,,
681450078,negative,1.0,Lost Luggage,1.0
681678452,negative,1.0,Customer Service Issue,0.6604
681452877,neutral,1.0,,
681678876,positive,1.0,,
681455984,negative,1.0,Cancelled Flight,0.7090000000000001
681456823,positive,0.6781,,
681461919,negative,1.0,Late Flight,1.0
681456175,negative,1.0,Late Flight,1.0
681460025,negative,1.0,Customer Service Issue,0.6519
681460520,negative,1.0,Customer Service Issue,1.0
681453095,neutral,1.0,,
681454938,negative,0.6575,Customer Service Issue,0.3375
681451126,negative,1.0,Bad Flight,0.3529
681449190,positive,1.0,,
681454284,neutral,0.6919,,0.0
681461192,negative,1.0,Customer Service Issue,0.6889
681679054,negative,1.0,Flight Booking Problems,1.0
681448937,neutral,1.0,,
681461250,negative,1.0,Customer Service Issue,1.0
681462863,negative,1.0,Late Flight,0.6842
681456729,neutral,1.0,,
681458390,negative,1.0,Can't Tell,0.3417
681677620,negative,1.0,longlines,1.0
681448529,neutral,1.0,,
681449727,positive,1.0,,
681456595,positive,0.6509,,
681462728,negative,1.0,Customer Service Issue,1.0
681460032,negative,0.6522,Late Flight,0.3478
681454435,negative,1.0,Customer Service Issue,0.6364
681677977,negative,1.0,Customer Service Issue,1.0
681461337,negative,1.0,Customer Service Issue,1.0
681678275,neutral,0.7145,,0.0
681452367,negative,1.0,Late Flight,1.0
681453466,negative,1.0,Flight Attendant Complaints,0.3459
